"Product","Class","Forecast Qty","Revenue (£)","Action"
"MAGIC DRAWING SLATE LEAP FROG","C",76,360.06,"Reduce Assortment"
"ORIGAMI LAVENDER INCENSE/CANDL SET","C",76,341.8,"Reduce Assortment"
"BLUE POLKADOT PASSPORT COVER","C",75,233.34,"Reduce Assortment"
"CHRISTMAS CARD SINGING ANGEL","C",75,151.2,"Reduce Assortment"
"MINI PAINTED GARDEN DECORATION","C",75,702.47,"Reduce Assortment"
"EIGHT PIECE SNAKE  SET","C",74,388.75,"Reduce Assortment"
"FOLK ART METAL STAR T-LIGHT HOLDER","C",74,150.54,"Reduce Assortment"
"RETRO PLASTIC 70'S TRAY","C",73,146.55,"Consider Discontinuation"
"SKULLS DESIGN FLANNEL","C",73,134.55,"Consider Discontinuation"
"BLUE SCOTTIE DOG W FLOWER PATTERN","C",72,334.05,"Consider Discontinuation"
"WAKE UP COCKEREL TILE COASTER","C",72,198.09,"Consider Discontinuation"
"CURIOUS IMAGES GIFT WRAP SET","C",71,565.1,"Consider Discontinuation"
"BIRD DECORATION RED RETROSPOT","C",69,625.6,"Consider Discontinuation"
"PINK/WHITE CHRISTMAS TREE 60CM","C",69,433.22,"Consider Discontinuation"
"RETRO PLASTIC POLKA TRAY","C",69,376,"Consider Discontinuation"
"CERAMIC PLATE STRAWBERRY DESIGN","C",68,648.18,"Consider Discontinuation"
"RED VICTORIAN FABRIC OVAL BOX","C",68,277.44,"Consider Discontinuation"
"WOODLAND  STICKERS","C",68,683.4,"Consider Discontinuation"
"DECORATION WOBBLY CHICKEN","C",67,256.11,"Consider Discontinuation"
"KITTENS DESIGN FLANNEL","C",67,177.88,"Consider Discontinuation"
"MIDNIGHT GLAMOUR SCARF KNITTING KIT","C",67,385.52,"Consider Discontinuation"
"BLUE STONES ON WIRE FOR CANDLE","C",66,29.59,"Consider Discontinuation"
"FRAPPUCINO SCARF KNITTING KIT","C",66,413.83,"Consider Discontinuation"
"SET OF 4 BLACK LOVEBIRD COASTERS","C",65,318.44,"Consider Discontinuation"
"FRENCH PAISLEY CUSHION COVER","C",64,552.94,"Consider Discontinuation"
"KIDS RAIN MAC PINK","C",64,672.58,"Consider Discontinuation"
"BUTTERFLIES STICKERS","C",63,442.71,"Consider Discontinuation"
"EGG FRYING PAN MINT","C",63,351.52,"Consider Discontinuation"
"LARGE YELLOW BABUSHKA NOTEBOOK","C",63,546.88,"Consider Discontinuation"
"PINK POT PLANT CANDLE","C",63,516.25,"Consider Discontinuation"
"RED DAISY POCKET BOOK","C",63,132.53,"Consider Discontinuation"
"STRAWBERRIES  DESIGN FLANNEL","C",63,190.79,"Consider Discontinuation"
"URBAN BLACK RIBBONS","C",63,519.22,"Consider Discontinuation"
"DECORATION WOBBLY RABBIT METAL","C",62,375.57,"Consider Discontinuation"
"EMBOSSED HEART TRINKET BOX","C",61,444.02,"Consider Discontinuation"
"FRENCH BLUE METAL DOOR SIGN 0","C",60,678.15,"Consider Discontinuation"
"BLUE PUDDING SPOON","C",59,132.3,"Consider Discontinuation"
"PSYCHEDELIC TILE COASTER","C",59,178,"Consider Discontinuation"
"SMALL STRIPES CHOCOLATE GIFT BAG","C",59,591.25,"Consider Discontinuation"
"UNION JACK FLAG LUGGAGE TAG","C",59,666.71,"Consider Discontinuation"
"CHRISTMAS CARD STACK OF PRESENTS","C",58,196.44,"Consider Discontinuation"
"JIGSAW TOADSTOOLS 3 PIECE","C",58,506.43,"Consider Discontinuation"
"MIRROR MOSAIC VOTIVE HOLDER","C",58,631.62,"Consider Discontinuation"
"BEADED CRYSTAL HEART GREEN ON STICK","C",57,120.38,"Consider Discontinuation"
"JIGSAW TREE WITH WATERING CAN","C",56,356.17,"Consider Discontinuation"
"ASSORTED TUTTI FRUTTI NOTEBOOK","C",55,489.3,"Consider Discontinuation"
"DRAWER KNOB VINTAGE GLASS BALL","C",55,669.61,"Consider Discontinuation"
"RED APPLES CHOPPING BOARD","C",55,684,"Consider Discontinuation"
"SET/4 BADGES BALLOON GIRL","C",55,408.59,"Consider Discontinuation"
"12 RED ROSE PEG PLACE SETTINGS","C",54,490,"Consider Discontinuation"
"DOGGY RUBBER","C",54,40.32,"Consider Discontinuation"
"PINK  HONEYCOMB PAPER FAN","C",54,364.6,"Consider Discontinuation"
"DECORATIVE CATS BATHROOM BOTTLE","C",53,647.03,"Consider Discontinuation"
"EAU DE NILE HEART SHAPE PHOTO FRAME","C",53,471.15,"Consider Discontinuation"
"T-LIGHT HOLDER SILVER HEART HANDLE","C",53,370.8,"Consider Discontinuation"
"GREEN GOOSE FEATHER TREE 60CM","C",52,313.95,"Consider Discontinuation"
"POTTING SHED SEED ENVELOPES","C",52,604.48,"Consider Discontinuation"
"RUSTIC STRAWBERRY JAM POT SMALL","C",52,642,"Consider Discontinuation"
"DRAWER KNOB VINTAGE GLASS HEXAGON","C",51,596.96,"Consider Discontinuation"
"HAIRCLIPS FORTIES FABRIC ASSORTED","C",51,572.26,"Consider Discontinuation"
"HANGING WOOD AND FELT HEART","C",51,124.32,"Consider Discontinuation"
"MINI JIGSAW BUNNIES","C",51,390.69,"Consider Discontinuation"
"PINK/PURPLE RETRO RADIO","C",51,401.2,"Consider Discontinuation"
"TEA COSY RED  STRIPE","C",51,706.83,"Consider Discontinuation"
"WRAP DAISY CARPET","C",51,277.2,"Consider Discontinuation"
"BLACK PIRATE TREASURE CHEST","C",49,502.38,"Consider Discontinuation"
"LA PALMIERA TILE COASTER","C",49,266.64,"Consider Discontinuation"
"ROMANTIC IMAGES NOTEBOOK SET","C",49,547.25,"Consider Discontinuation"
"MOCK LOBSTER FRIDGE MAGNET","C",48,116.62,"Consider Discontinuation"
"MULTICOLOUR  CONFETTI IN TUBE","C",48,322.71,"Consider Discontinuation"
"SET OF 36 DINOSAUR PAPER DOILIES","C",48,423.4,"Consider Discontinuation"
"SPACE OWL","C",48,173.62,"Consider Discontinuation"
"ASSORTED MONKEY SUCTION CUP HOOK","C",47,205.02,"Consider Discontinuation"
"GLOW IN DARK DOLPHINS","C",47,26.88,"Consider Discontinuation"
"PINK LOVE HEART SHAPE CUP","C",47,585.78,"Consider Discontinuation"
"TREE T-LIGHT HOLDER WILLIE WINKIE","C",47,522.74,"Consider Discontinuation"
"4 PURPLE FLOCK DINNER CANDLES","C",46,265.66,"Consider Discontinuation"
"BOTANICAL LAVENDER BIRTHDAY CARD","C",46,158.61,"Consider Discontinuation"
"BOTANICAL LAVENDER GIFT WRAP","C",46,199.5,"Consider Discontinuation"
"BOTANICAL LILY GREETING CARD","C",46,151.62,"Consider Discontinuation"
"BOTANICAL ROSE GIFT WRAP","C",46,304.5,"Consider Discontinuation"
"ENGLISH ROSE SMALL SCENTED FLOWER","C",46,163.2,"Consider Discontinuation"
"HEART BEADED TRELLIS DECORATION","C",46,507.52,"Consider Discontinuation"
"PANTRY HOOK BALLOON WHISK","C",46,407.68,"Consider Discontinuation"
"PIECE OF CAMO STATIONERY SET","C",46,326.56,"Consider Discontinuation"
"SET OF 4 PISTACHIO LOVEBIRD COASTER","C",46,314.27,"Consider Discontinuation"
"TOYBOX  WRAP","C",46,288.92,"Consider Discontinuation"
"75 GREEN PETIT FOUR CASES","C",45,128.1,"Consider Discontinuation"
"BLUE POLKADOT LUGGAGE TAG","C",45,191.01,"Consider Discontinuation"
"PAINTED METAL HEART WITH HOLLY BELL","C",45,687.59,"Consider Discontinuation"
"RIDGED BONNE JAM JAR T-LIGHT HOLDER","C",45,411.44,"Consider Discontinuation"
"SKULLS TAPE","C",45,189.98,"Consider Discontinuation"
"BLUE ROSE FABRIC MIRROR","C",44,487.34,"Consider Discontinuation"
"CHOC TRUFFLE GOLD TRINKET POT","C",44,562.53,"Consider Discontinuation"
"COFFEE SCENT PILLAR CANDLE","C",44,276.45,"Consider Discontinuation"
"EGG FRYING PAN BLUE","C",44,312,"Consider Discontinuation"
"PARTY INVITES DINOSAURS","C",44,487.05,"Consider Discontinuation"
"PARTY INVITES FOOTBALL","C",44,350.2,"Consider Discontinuation"
"RUSTIC STRAWBERRY JAM POT LARGE","C",44,531.84,"Consider Discontinuation"
"SILVER DISCO HANDBAG","C",44,248.21,"Consider Discontinuation"
"ABSTRACT CIRCLES POCKET BOOK","C",43,134.3,"Consider Discontinuation"
"CANDY SPOT HAND BAG","C",43,385.27,"Consider Discontinuation"
"FRENCH PAISLEY CUSHION COVER","C",43,552.94,"Consider Discontinuation"
"HANGING WOOD AND FELT BUTTERFLY","C",43,237.54,"Consider Discontinuation"
"PANTRY HOOK SPATULA","C",43,316.16,"Consider Discontinuation"
"SMALL POP BOX FUNKY MONKEY","C",43,210.48,"Consider Discontinuation"
"CHRISTMAS TREE HEART DECORATION","C",42,418.74,"Consider Discontinuation"
"BEADED CRYSTAL HEART GREEN LARGE","C",41,707.7,"Consider Discontinuation"
"BLOND DOLL DOORSTOP","C",41,141.75,"Consider Discontinuation"
"GREEN HEART COMPACT MIRROR","C",41,251.25,"Consider Discontinuation"
"SMALL MEDINA STAMPED METAL BOWL","C",41,565.21,"Consider Discontinuation"
"SUMMER DAISIES BAG CHARM","C",41,168.3,"Consider Discontinuation"
"BLACK TEA TOWEL CLASSIC DESIGN","C",40,607.74,"Consider Discontinuation"
"POCKET BAG PINK PAISELY BROWN SPOT","C",40,223.63,"Consider Discontinuation"
"SET OF 6 CAKE CHOPSTICKS","C",40,541.82,"Consider Discontinuation"
"T-LIGHT HOLDER SILVER PETIT FOUR","C",40,227.5,"Consider Discontinuation"
"VINTAGE LEAF CHOPPING BOARD","C",40,684,"Consider Discontinuation"
"CHOCOLATE 1 WICK MORRIS BOX CANDLE","C",39,553.58,"Consider Discontinuation"
"DECORATIVE FLORE BATHROOM BOTTLE","C",39,313.91,"Consider Discontinuation"
"FRENCH FLORAL CUSHION COVER","C",39,541.75,"Consider Discontinuation"
"GREEN FERN JOURNAL","C",39,317.71,"Consider Discontinuation"
"MONEY BOX KINGS CHOICE DESIGN","C",39,336.89,"Consider Discontinuation"
"PANTRY HOOK TEA STRAINER","C",39,330.72,"Consider Discontinuation"
"POPPY FIELDS CHOPPING BOARD","C",39,420.75,"Consider Discontinuation"
"3D SHEET OF DOG STICKERS","C",38,231.98,"Consider Discontinuation"
"BASKET OF FLOWERS SEWING KIT","C",38,599.76,"Consider Discontinuation"
"BIRTHDAY PARTY CORDON BARRIER TAPE","C",38,548.63,"Consider Discontinuation"
"CALENDAR FAMILY FAVOURITES","C",38,427.43,"Consider Discontinuation"
"FRENCH BLUE METAL DOOR SIGN 9","C",38,576.9,"Consider Discontinuation"
"FRENCH STYLE STORAGE JAR BONBONS","C",38,695.06,"Consider Discontinuation"
"MAGIC GARDEN FELT GARLAND","C",38,531.78,"Consider Discontinuation"
"ORANGE VOTIVE CANDLE","C",38,257.04,"Consider Discontinuation"
"PANTRY APPLE CORER","C",38,601.95,"Consider Discontinuation"
"SET/4 BIRD MIRROR MAGNETS","C",38,158.23,"Consider Discontinuation"
"SMALL ROUND CUT GLASS CANDLESTICK","C",38,574.75,"Consider Discontinuation"
"STRING OF STARS CARD HOLDER","C",38,209.45,"Consider Discontinuation"
"CHRYSANTHEMUM NOTEBOOK","C",37,156.75,"Consider Discontinuation"
"CUTE CATS TAPE","C",37,315.55,"Consider Discontinuation"
"GRASS HOPPER WOODEN WALL CLOCK","C",37,324.04,"Consider Discontinuation"
"GREEN SQUARE COMPACT MIRROR","C",37,168.75,"Consider Discontinuation"
"PINK PAISLEY ROSE GIFT WRAP","C",37,498.5,"Consider Discontinuation"
"ASSORTED CIRCULAR MOBILE","C",36,120,"Consider Discontinuation"
"BLOSSOM  IMAGES NOTEBOOK SET","C",36,640.5,"Consider Discontinuation"
"DOOR HANGER  MUM + DADS ROOM","C",36,271.15,"Consider Discontinuation"
"PACK OF 12 STICKY BUNNIES","C",36,497.25,"Consider Discontinuation"
"PARTY INVITES SPACEMAN","C",36,425,"Consider Discontinuation"
"SET OF 4 NAPKIN CHARMS STARS","C",36,516.8,"Consider Discontinuation"
"SET/4 BADGES DOGS","C",36,299.56,"Consider Discontinuation"
"EGG FRYING PAN PINK","C",35,415.97,"Consider Discontinuation"
"MINI JIGSAW DINOSAUR","C",35,279.51,"Consider Discontinuation"
"PAISLEY PATTERN  STICKERS","C",35,88.4,"Consider Discontinuation"
"PAPER LANTERN 5 POINT STAR MOON","C",35,439.9,"Consider Discontinuation"
"SWIRLY CIRCULAR RUBBERS IN BAG","C",35,156.53,"Consider Discontinuation"
"BROWN  PIRATE TREASURE CHEST","C",34,237.48,"Consider Discontinuation"
"BUNNY WOODEN PAINTED WITH BIRD","C",34,597.31,"Consider Discontinuation"
"PINK BITTY LIGHT CHAIN","C",34,89.65,"Consider Discontinuation"
"S/4 IVORY MINI ROSE CANDLE IN BOWL","C",34,669.91,"Consider Discontinuation"
"STORAGE TIN HOME SWEET HOME","C",34,435.43,"Consider Discontinuation"
"TOAST ITS - FAIRY FLOWER","C",34,361.9,"Consider Discontinuation"
"CD WALL TIDY RED FLOWERS","C",33,58.56,"Consider Discontinuation"
"IVORY PAPER CUP CAKE CASES","C",33,460.7,"Consider Discontinuation"
"PARTY INVITES BALLOON GIRL","C",32,302.6,"Consider Discontinuation"
"RAINBOW PEGS PHOTO CLIP STRING","C",32,148.88,"Consider Discontinuation"
"4 PINK DINNER CANDLE SILVER FLOCK","C",31,229.96,"Consider Discontinuation"
"MINI LADLE LOVE HEART RED","C",31,252.24,"Consider Discontinuation"
"PAPER LANTERN 7 POINT SNOW STAR","C",31,658.35,"Consider Discontinuation"
"PARTY INVITES JAZZ HEARTS","C",31,412.11,"Consider Discontinuation"
"SET OF 6 GIRLS CELEBRATION CANDLES","C",31,604.19,"Consider Discontinuation"
"WHITE HONEYCOMB PAPER GARLAND","C",31,272.25,"Consider Discontinuation"
"HEART T-LIGHT HOLDER","C",30,238.69,"Consider Discontinuation"
"IVORY LOVE BIRD CANDLE","C",30,496.72,"Consider Discontinuation"
"MEDIUM CHINESE STYLE SCISSOR","C",30,289.98,"Consider Discontinuation"
"SET 4 VALENTINE DECOUPAGE HEART BOX","C",30,441.53,"Consider Discontinuation"
"SET OF 4 NAPKIN CHARMS LEAVES","C",30,331.29,"Consider Discontinuation"
"ASSORTED SHAPES PHOTO CLIP SILVER","C",29,164.51,"Consider Discontinuation"
"GOLD MINI TAPE MEASURE","C",29,687.2,"Consider Discontinuation"
"MIRRORED WALL ART SKULLS","C",29,400,"Consider Discontinuation"
"RETROSPOT CANDLE  MEDIUM","C",29,357.62,"Consider Discontinuation"
"TEA COSY BLUE STRIPE","C",29,356.89,"Consider Discontinuation"
"200 BENDY SKULL STRAWS","C",28,705.05,"Consider Discontinuation"
"BLACK BIRD GARDEN DESIGN MUG","C",28,46.11,"Consider Discontinuation"
"BLACK SQUARE TABLE CLOCK","C",28,225.49,"Consider Discontinuation"
"COLUMBIAN CANDLE ROUND","C",28,480.42,"Consider Discontinuation"
"COLUMBIAN CANDLE ROUND","C",28,480.42,"Consider Discontinuation"
"ENVELOPE 50 BLOSSOM IMAGES","C",28,491.55,"Consider Discontinuation"
"FOLDING UMBRELLA BLACKBLUE POLKADOT","C",28,601.22,"Consider Discontinuation"
"JIGSAW RABBIT AND BIRDHOUSE","C",28,514.7,"Consider Discontinuation"
"PINK UNION JACK  LUGGAGE TAG","C",28,330.02,"Consider Discontinuation"
"SET OF 2 ROUND TINS DUTCH CHEESE","C",28,474.14,"Consider Discontinuation"
"VINTAGE BEAD PINK SCARF","C",28,557.1,"Consider Discontinuation"
"ASSORTED COLOUR METAL CAT","C",27,138.75,"Consider Discontinuation"
"CHRYSANTHEMUM POCKET BOOK","C",27,54.4,"Consider Discontinuation"
"COSY SLIPPER SHOES SMALL GREEN","C",27,411.54,"Consider Discontinuation"
"DOG TOY WITH PINK CROCHET SKIRT","C",27,615.76,"Consider Discontinuation"
"FELT EGG COSY BLUE RABBIT","C",27,351.62,"Consider Discontinuation"
"MINI LADLE LOVE HEART PINK","C",27,106.56,"Consider Discontinuation"
"PIN CUSHION BABUSHKA PINK","C",27,432.99,"Consider Discontinuation"
"SET/4 RED MINI ROSE CANDLE IN BOWL","C",27,583.25,"Consider Discontinuation"
"SET/6 FRUIT SALAD PAPER CUPS","C",27,345.42,"Consider Discontinuation"
"SILVER TEDDY BEAR","C",27,183.71,"Consider Discontinuation"
"BEADED CRYSTAL HEART BLUE  LARGE","C",26,424.06,"Consider Discontinuation"
"CHRISTMAS GARLAND STARS,TREES","C",26,366.25,"Consider Discontinuation"
"DRAGONS BLOOD INCENSE","C",26,73.29,"Consider Discontinuation"
"JINGLE BELLS TREE DECORATION","C",26,200.94,"Consider Discontinuation"
"LOVELY BONBON STICKER SHEET","C",26,255.85,"Consider Discontinuation"
"MIRRORED DOVE WALL DECORATION","C",26,214.13,"Consider Discontinuation"
"RED/CREAM STRIPE CUSHION COVER","C",26,509.9,"Consider Discontinuation"
"SINGLE WIRE HOOK PINK HEART","C",26,502.38,"Consider Discontinuation"
"ASS FLORAL PRINT SPIRIT LEVEL","C",25,90.13,"Consider Discontinuation"
"BLACK ORANGE SQUEEZER","C",25,57.96,"Consider Discontinuation"
"DAISY SKETCHBOOK","C",25,189.96,"Consider Discontinuation"
"DANISH ROSE DELUXE COASTER","C",25,407.15,"Consider Discontinuation"
"IVORY ENCHANTED FOREST PLACEMAT","C",25,624.45,"Consider Discontinuation"
"JASMINE VOTIVE CANDLE","C",25,90.34,"Consider Discontinuation"
"PAPER LANTERN 9 POINT HOLLY STAR L","C",25,431.25,"Consider Discontinuation"
"PURPLE ENAMEL+GLASS HAIR COMB","C",25,163.8,"Consider Discontinuation"
"TOAST ITS - HAPPY BIRTHDAY","C",25,408.75,"Consider Discontinuation"
"CHRYSANTHEMUM  JOURNAL","C",24,180.91,"Consider Discontinuation"
"FELT TOADSTOOL LARGE","C",24,706.02,"Consider Discontinuation"
"FROSTED WHITE BASE","C",24,106.45,"Consider Discontinuation"
"FUNKY MONKEY CUSHION COVER","C",24,164.05,"Consider Discontinuation"
"METALIC LEAVES BAG CHARMS","C",24,145.77,"Consider Discontinuation"
"MONEY BOX CONFECTIONERY DESIGN","C",24,140.25,"Consider Discontinuation"
"MULTI HEARTS  STICKERS","C",24,196.35,"Consider Discontinuation"
"RETRO LONGBOARD IRONING BOARD COVER","C",24,250,"Consider Discontinuation"
"STANDING FAIRY POLE SUPPORT","C",24,278.5,"Consider Discontinuation"
"WOODLAND STORAGE BOX SMALL","C",24,411.3,"Consider Discontinuation"
"FRENCH LATTICE CUSHION COVER","C",23,337.72,"Consider Discontinuation"
"FUNKY MONKEY GIFT BAG MEDIUM","C",23,138.18,"Consider Discontinuation"
"GREEN ROUND COMPACT MIRROR","C",23,157.5,"Consider Discontinuation"
"RETRO PLASTIC POLKA TRAY","C",23,376,"Consider Discontinuation"
"ABSTRACT CIRCLES SKETCHBOOK","C",22,483.63,"Consider Discontinuation"
"CANDLE HOLDER SILVER MADELINE","C",22,315.29,"Consider Discontinuation"
"CHARLIE LOLA BLUE HOT WATER BOTTLE","C",22,338.09,"Consider Discontinuation"
"CHARLIE+LOLA RED HOT WATER BOTTLE","C",22,498.53,"Consider Discontinuation"
"FRENCH FLORAL CUSHION COVER","C",22,541.75,"Consider Discontinuation"
"MAGAZINE RACK GEBRA ASSORTED","C",22,246.5,"Consider Discontinuation"
"PARTY PIZZA DISH GREEN POLKADOT","C",22,309.12,"Consider Discontinuation"
"PINK LOVE BIRD CANDLE","C",22,236.48,"Consider Discontinuation"
"PINK UNION JACK  PASSPORT COVER","C",22,457.08,"Consider Discontinuation"
"RIBBONS PURSE","C",22,228.83,"Consider Discontinuation"
"SILK PURSE BABUSHKA BLUE","C",22,610.65,"Consider Discontinuation"
"ASSORTED EASTER DECORATIONS  BELLS","C",21,650.28,"Consider Discontinuation"
"CHERRY BLOSSOM PASSPORT COVER","C",21,122.78,"Consider Discontinuation"
"CINAMMON & ORANGE WREATH","C",21,654.55,"Consider Discontinuation"
"DAISY NOTEBOOK","C",21,103.95,"Consider Discontinuation"
"FLOWERS  STICKERS","C",21,191.05,"Consider Discontinuation"
"GLASS SPHERE CANDLE STAND MEDIUM","C",21,510.75,"Consider Discontinuation"
"GREEN GOOSE FEATHER CHRISTMAS TREE","C",21,520.65,"Consider Discontinuation"
"IVORY SWEETHEART SOAP DISH","C",21,346.11,"Consider Discontinuation"
"MONEY BOX POCKET MONEY DESIGN","C",21,348.69,"Consider Discontinuation"
"PAPERWEIGHT CHILDHOOD MEMORIES","C",21,405.62,"Consider Discontinuation"
"PINK ROSE FABRIC MIRROR","C",21,231.47,"Consider Discontinuation"
"PINK SCOTTIE DOG W FLOWER PATTERN","C",21,209.1,"Consider Discontinuation"
"RETRO PLASTIC DAISY TRAY","C",21,116.59,"Consider Discontinuation"
"RETROSPOT BABUSHKA DOORSTOP","C",21,455.87,"Consider Discontinuation"
"STRIPEY CHOCOLATE NESTING BOXES","C",21,707.95,"Consider Discontinuation"
"BLUE FLY SWAT","C",20,114.21,"Consider Discontinuation"
"BLUE PAISLEY JOURNAL","C",20,534.32,"Consider Discontinuation"
"CAKES AND BOWS GIFT  TAPE","C",20,318.81,"Consider Discontinuation"
"FAN BLACK FRAME","C",20,41.47,"Consider Discontinuation"
"HAND OPEN SHAPE GOLD","C",20,506.58,"Consider Discontinuation"
"ORIGAMI JASMINE INCENSE/CANDLE SET","C",20,422.55,"Consider Discontinuation"
"RED HEART LUGGAGE TAG","C",20,243.75,"Consider Discontinuation"
"RED KUKUI COCONUT SEED NECKLACE","C",20,131.8,"Consider Discontinuation"
"4 PINK FLOCK CHRISTMAS BALLS","C",19,45,"Consider Discontinuation"
"BLACK WINE GLASS","C",19,697.62,"Consider Discontinuation"
"BLUE CIRCLES DESIGN TEDDY","C",19,130.05,"Consider Discontinuation"
"COLUMBIAN CANDLE ROUND","C",19,480.42,"Consider Discontinuation"
"FIRST CLASS LUGGAGE TAG","C",19,126.69,"Consider Discontinuation"
"GIFT BAG BIRTHDAY","C",19,494.83,"Consider Discontinuation"
"HAWAIIAN GRASS SKIRT","C",19,368.35,"Consider Discontinuation"
"ORIGAMI VANILLA INCENSE/CANDLE SET","C",19,244.9,"Consider Discontinuation"
"PINK DIAMANTE PEN IN GIFT BOX","C",19,365.62,"Consider Discontinuation"
"SMALL SINGLE FLAME CANDLE HOLDER","C",19,11.55,"Consider Discontinuation"
"STAR  T-LIGHT HOLDER","C",19,189.95,"Consider Discontinuation"
"VEGETABLE GARDEN CHOPPING BOARD","C",19,317.7,"Consider Discontinuation"
"VIP PASSPORT COVER","C",19,73.5,"Consider Discontinuation"
"ALPHABET HEARTS STICKER SHEET","C",18,311.95,"Consider Discontinuation"
"ASS COLOUR GLOWING TIARAS","C",18,211.95,"Consider Discontinuation"
"BATHROOM HOOK","C",18,137.76,"Consider Discontinuation"
"BLUE BIRDHOUSE DECORATION","C",18,223.3,"Consider Discontinuation"
"CHAMBRE HOOK","C",18,155.07,"Consider Discontinuation"
"CUBIC MUG FLOCK PINK ON BROWN","C",18,52.5,"Consider Discontinuation"
"EMBROIDERED RIBBON REEL RUBY","C",18,585.63,"Consider Discontinuation"
"FORKED CACTUS CANDLE","C",18,272.98,"Consider Discontinuation"
"POLYESTER FILLER PAD 45x30cm","C",18,146.45,"Consider Discontinuation"
"SET OF 2 ROUND TINS CAMEMBERT","C",18,512.23,"Consider Discontinuation"
"SET/4 BADGES BEETLES","C",18,252.18,"Consider Discontinuation"
"SIX DRAWER OFFICE TIDY","C",18,596,"Consider Discontinuation"
"SPACE CADET WHITE","C",18,83.63,"Consider Discontinuation"
"WHITE  ROSEBUD PEARL BRACELET","C",18,65.7,"Consider Discontinuation"
"ASSORTED TUTTI FRUTTI HEART BOX","C",17,268.75,"Consider Discontinuation"
"DINOSAUR HEIGHT CHART STICKER SET","C",17,486.75,"Consider Discontinuation"
"FELT EGG COSY WHITE RABBIT","C",17,442.36,"Consider Discontinuation"
"FLOWER FAIRY 5 DRAWER LINERS","C",17,150.45,"Consider Discontinuation"
"LARGE STRIPES CHOCOLATE GIFT BAG","C",17,553.75,"Consider Discontinuation"
"MIRRORED WALL ART STARS","C",17,360,"Consider Discontinuation"
"PAPERWEIGHT VINTAGE COLLAGE","C",17,612.28,"Consider Discontinuation"
"PINK GOOSE FEATHER TREE 60CM","C",17,249.6,"Consider Discontinuation"
"SET OF 4 NAPKIN CHARMS 3 KEYS","C",17,341.67,"Consider Discontinuation"
"SET OF 4 NAPKIN CHARMS CROWNS","C",17,394.42,"Consider Discontinuation"
"SWEETIES  STICKERS","C",17,232.9,"Consider Discontinuation"
"ACRYLIC HANGING JEWEL,PINK","C",16,66.55,"Consider Discontinuation"
"BABY MOUSE RED GINGHAM DRESS","C",16,306,"Consider Discontinuation"
"BIRDHOUSE DECORATION MAGIC GARDEN","C",16,642.94,"Consider Discontinuation"
"CANDY SPOT EGG WARMER HARE","C",16,227.49,"Consider Discontinuation"
"CLAM SHELL SMALL","C",16,375.73,"Consider Discontinuation"
"CRAZY DAISY HEART DECORATION","C",16,195.52,"Consider Discontinuation"
"GARDEN PATH POCKET BOOK","C",16,58.65,"Consider Discontinuation"
"GINGHAM BABUSHKA DOORSTOP","C",16,400.87,"Consider Discontinuation"
"IVORY PILLAR CANDLE GOLD FLOCK","C",16,365.05,"Consider Discontinuation"
"METAL SIGN,CUPCAKE SINGLE HOOK","C",16,584.3,"Consider Discontinuation"
"PACK 6 HEART/ICE-CREAM PATCHES","C",16,337.42,"Consider Discontinuation"
"SET/6 PINK BIRD T-LIGHT CANDLES","C",16,497.21,"Consider Discontinuation"
"SKULLS STORAGE BOX SMALL","C",16,161.7,"Consider Discontinuation"
"WRAP CAROUSEL","C",16,157.5,"Consider Discontinuation"
"BUNNY WOODEN PAINTED WITH FLOWER","C",15,334.27,"Consider Discontinuation"
"DAISY JOURNAL","C",15,173.12,"Consider Discontinuation"
"EASTER DECORATION NATURAL CHICK","C",15,331.5,"Consider Discontinuation"
"ECONOMY LUGGAGE TAG","C",15,139.56,"Consider Discontinuation"
"GREEN ROSE WASHBAG","C",15,555,"Consider Discontinuation"
"HELLO SAILOR BLUE SOAP HOLDER","C",15,261.95,"Consider Discontinuation"
"LETS GO SHOPPING COTTON TOTE BAG","C",15,403.67,"Consider Discontinuation"
"MOTHER'S KITCHEN SPOON REST","C",15,690.71,"Consider Discontinuation"
"MULTICOLOUR 3D BALLS GARLAND","C",15,532.95,"Consider Discontinuation"
"PARTY PIZZA DISH BLUE POLKADOT","C",15,317.91,"Consider Discontinuation"
"PARTY PIZZA DISH PINK POLKADOT","C",15,372.74,"Consider Discontinuation"
"PING! MICROWAVE PLATE","C",15,246.53,"Consider Discontinuation"
"PINK DISCO HANDBAG","C",15,176.39,"Consider Discontinuation"
"PINK PILLAR CANDLE SILVER FLOCK","C",15,123.68,"Consider Discontinuation"
"PINK/WHITE ""KEEP CLEAN"" BULLET BIN","C",15,156.35,"Consider Discontinuation"
"PURPLE ACRYLIC FACETED BANGLE","C",15,125,"Consider Discontinuation"
"RED SHARK HELICOPTER","C",15,278.25,"Consider Discontinuation"
"SET OF 6 HALLOWEEN GHOST T-LIGHTS","C",15,262.08,"Consider Discontinuation"
"SET/4 COLOURFUL MIXING BOWLS","C",15,522.16,"Consider Discontinuation"
"SILVER DIAMANTE PEN IN GIFT BOX","C",15,250.84,"Consider Discontinuation"
"SMALL ZINC/GLASS CANDLEHOLDER","C",15,67.25,"Consider Discontinuation"
"THREE CANVAS LUGGAGE TAGS","C",15,128.26,"Consider Discontinuation"
"WAKE UP COCKEREL CALENDAR SIGN","C",15,281.13,"Consider Discontinuation"
"BOOZE & WOMEN GREETING CARD","C",14,187.62,"Consider Discontinuation"
